original_text,processed_text
Jokowi presiden terbaik...<br>Si rais manusia tua jelek yg katanya kata kampungan😂😂😂😂,presiden baik si manusia tua jelek kampung
Aamiin dari dulu jaman gusdur udah jadi sengkuni,jaman udah licik
Amin Rais mantan ketua MPR terpuruk yang pernah ada di Republik Indonesia😂😂😂,mantan ketua puruk republik indonesia
😅😅😅😅 kau terbajingan..tak tau diriiiii.. enak aja kau hina pimpinan...sama dg mengina rencana allah dan keputusan allah...kauuu bodoh,kau bajing enak aja kau hina pimpin ina rencana putus kau bodoh
Mbah mbah.itu Kerjaan Orang Kapir yg merendahkan orang lain,kakek kakek itu kerja orang kapir merendahkan orang
17 ribu netizen kok hampir 100% jijik sama simulut busuk pak tua ini,ribu netizen jijik simulut busuk tua ini
"astagfirullah,seorang pk amin rais bisa 2nya ngomong kayak gini,sudh tua pk,inget mati",astagfirulah nya ngomong kayak sudh tua mati
Apakah keluarganya tidak malu punya Mbah amin Rais 😂😂?,keluarga malu kakek
Min amien.. kamu adalah rakyat tertololo,min kamu rakyat tertololo
Jokowi  presiden  terbaik di Indonesia  pintar   tdk rasis  toleran,presiden baik indonesia pintar ras toleran
Matamu kui mbah😊,mata kui kakek
Menurut saya yg ediot itu amin rais.,ediot itu
Wes mambu tanah min...tambah linglung,mambu tanah min linglung
"Aki2 bacot yg dari dulu ampe hari ini kerja<br>nya mengadu domba!kuni2 sengkuni ingat<br>umur woyyy!!!kalo diliat dari alisnya yg ron<br>tok umurnya nggak bakalan lama lagi!Jkw<br>yg aki2 ini hujat derajatnya sdh ditinggikan<br>dgn semakin dicintai rakyatnya,liat sj ru<br>mah beliau yg semakin hr semakin mem<br>bludak,sedangkan si amin rasis ini yg ada<br>hanya jadi bulan2an netizen!habis dirujak<br>dan dijadikan meme yg merendahkan dan<br>memperoloknya tak lain dan tak bukan su<br>dah dianggap badut!badut politik sekali<br>gus jd gelandangan politik yg kagak dihar<br>gai lagi sekalipun oleh partai besutannya<br>sendiri...cyiiian deh luuu kampret😡",kakek bacot ampe ini kerja nya adu domba kuni licik umur woy liat alis ron tok umur jkw kakek ini hujat derajat tingi cinta rakyat lihat sj ru mah beliau hr mem bludak si ras ini bulan netizen habis rujak jadi meme merendahkan olok su anggap badut badut politik sekali gelandangan politik kagak dihar gai partai besuta cyian deh kamu kampret
Apa aki2 ini ga pernah ngaca atau lihat komentar di media ya.,kakek ini kaca lihat komentar media ya
Ngomong opo mbah mbah..uripmu wae ora nggenah blas min min,ngomong kakek kakek urip ngenah blas min min
Sangat di sayangkan ketika ajal sudah semakin dekat tapi mata dan hatinya penuh dan tertutup oleh kebencian. Sangat sangat akhir kehidupan yang menyediakan,sangat sayang ajal mata hati penuh tutup benci sangat sangat hidup sedia
A - Ra  isin.,a isin
aku malah kepengin ketawa..hhhhh,aku pengin ketawa h
"amin rais org paling iri terahadap pak jokowi, karena cita² nya jadi presiden tidak kesampaian. glar provesornya luntur oleh rasa dengki dan irinya. amin rais sama seperti org bodoh yg tak perna sekolah dan belajar",orang iri terahadap cita nya presiden glar provesornya luntur dengki iri orang bodoh perna sekolah ajar
"😂😂😂😂sakit hati blm sembuh, mbah amin?? Hati udah kena toxic😅😅😅",sakit hati sembuh kakek hati udah kena toxic
"Tidak akan akan yg bisa mengalahkan tanah....<br>Karena tanah posisinya sfh di bawah,sekalipun di injak - injak....harga Tanah tetap akan srmakin Tinghi &amp; meninggi...",kalah tanah tanah posisi sfh injak injak harga tanah srmakin tinghi tingi
🤔 Kasihan ....mbh Amin.,kasihan kakek
Mbah Eling Mbah Jokowi presden NKRI terhebat klo Mbah amin keturunan Habib alias orang keturunan Yaman,kakek kakek presden nkri hebat kakek turun habib alias orang turun yaman
Amin Rais in adalah  warga ind,in warga ind
Terburuk kok sampai 10 thun jdi presiden rais&quot; 😅😅😅  tua bangka sirik 😅😅😅,terburuk thun presiden kutip tua bangka sirik
Namamu lebih baik tampa AMIN.... biar RAIS saja dan di tambah RAIS SANGKUNI<br>(Presiden Sangkuni),nama tampa biar sangkuni presiden sangkuni
Yg teriak betul itu aku doakan tujuh turunan jadi gelandangan selamanya....😅,teriak itu aku doa tujuh turun gelandangan
Amin Rais manusia sampah mulut nya kaya WC umum di terminal kali deres sangat menjijikkan,manusia sampah mulut nya kaya wc terminal kali deres sangat jijik
Amin tai ini dh bau cacing tapi gk tobat tobat ya,tai ini dh bau cacing taubat taubat ya
Amin sampah ini perlu di kentutin semua orang yang lewat di depannya,sampah ini kentutin orang depan
"Kasihan deh luh,, 😊",kasihan deh luh
Tampek cakeme kuwi,tampek cakeme kuwi
Seperti Amen Raes itu perlu di cilek cakeme,amen raes itu cilek cakeme
"Kami rakyat Indonesia tidaklah bodoh, kami tahu mana yang baik dan yang buruk,bapak menghabiskan waktu dan tenaga untuk menghina orang lain, sampai kapan....capek deh 😊😊😊",rakyat indonesia bodoh buruk habis tenaga menghina orang capek deh
Amin rais ketua MPR  terburuk.,ketua terburuk
APOLAH KECEK WAANG KO PANTEK,apo kecek wang pantek
Eleng umur min amin,eleng umur min
Amin.rais.pernah jdi ketua MPR yg terburuk dan toko otaknya ponlanping,ketua terburuk toko otak ponlanping
Amin rais bin koplak alias pikun😊,koplak alias lupa
Wong iki njalok dikepruk ndase sampek bongkob,orang ini njalok kepruk ndase sampek bongkob
Jagan pernah percaya kepada amin rais   Bpk gus dur pernah  ngomongin  penipu,jagan percaya ngomongin tipu
Ternyata apa yg d katakan bpk amin rais selama ini   benar× 10..amin rais tdk pernah berhenti menyampaikan ..wzlau sebahagian bangsa ini meng olok2 amien rsis......ternyata benar to...mulyono telah memporak poranda indonesia....apa lagi  yg anda katakan ..apa masih meng agung²kan Mulyono... agung²  yg anda,ini henti wzlau sebahagian bangsa ini meng olok rsis memporak poranda indonesia meng agung agung
"Setuju banget dgn prof Amin Rais bahwa jokodok adalah presiden terburuk yang pernah dimiliki oleh Indonesia😭 bodoh dan tengil, plonga plongo 😆",tuju sangat profesor jokodok presiden terburuk milik indonesia bodoh menyebalkan bingung bingung
Masya Alloh Bapak Amin Rais sdh tua tobatlah  jangan menjelek - jelekan  orang lain kalau tobat dosa2mu diampuni oleh Alloh SWT dan pengikutnya Bp. Amin Rais akan terjerumus orang yg bodoh beginilah orang ambisi jabatan karena tidak diberi jabatan akhirnya menjelek - jelekan orang lain  kalau didalam pewayangan yg ceramah ini Sengkuni.,masya tua tobat jelek jelek orang taubat dosa ampun swt ikut bp jerumus orang bodoh orang ambisi jabat jabat jelek jelek orang dalam wayang ceramah ini licik
Menurut mbah kaan...<br>Yg 16%<br>Menurut kami2 yg 84% enggaklaah ...,kakek engaklah
seng ngomong otaknya konslet😢,ngomong otak konslet
"Mbah, sekali-kali tlg mbok sebutkan kebaikan p.Jokowi, kok seolah di matamu kok nggak ada baiknya. Selama ini kami juga blm melihat kebaikanmu, krn kerjamu hanya menjelek-jelekan org lain. Sgr taubat Mbah sdh bau tanah, lho !",kakek sekali kali tlg sebut baik mata baik ini baik kerja jelek jelek orang sgr taubat kakek bau tanah lho
Sengkuni tetaplah sengkuni,licik tetap licik
"B...  i , klo  kamu pinter apa hasilnya waktu  kamu jd  pejabat , giliran km jd pejabat justru km klihatan km cm se orang propokator dan sampah  , Indonesia .",b i kamu pintar hasil kamu jabat gilir kamu jabat kamu klihatan kamu cm orang propokator sampah indonesia
Mat mat mat amin lagi kumat<br>Gk sadar diri...,mat mat mat kumat sadar
Dah tua kok hatimu busuk mbah. Kebencianmu sungguh akut,tua hati busuk kakek benci sungguh akut
"Sengkuni nya indonesia, semoga pjg umur,sampai susah utk mati,biar puas melihat siapa saja presiden indonesia... AMIN DRAIS..<br>kasihan skli nasib mu di dunia politik Indonesia...",licik nya indonesia moga pjg umur susah mati biar puas presiden indonesia drais kasihan skli nasib kamu dunia politik indonesia
Terburuk raimu sing terburuk,terburuk rai terburuk
Mukaloe yg tengil sekuni 2 iblis tua bau racun,mukaloe menyebalkan sekuni iblis tua bau racun
Sengkuni goblog2 sengkuni sakit tak waras2,licik goblog licik sakit sehat
Dasar rais mulut babi tua Bangka bau tanah seorang politik  gelandangan negara dah gak membutuhkan karna mulutnya bau busuk.rais dah gak punya jati Didi muka dah gak punya malu .,dasar mulut babi tua bangka bau tanah politik gelandangan negara butuh mulut bau busuk jati didi muka malu
orang tua gk bisa buat panutan bisanya cuma nyinyir karna gk kebagian jabatan 😂😂😂,orang tua panutan bisa ngomong bagi jabat
Mbah sudah tua tapi suka mabuk dan berhalusinasi saja... <br>Tuwek busuk...,kakek tua suka mabuk halusinasi tua busuk
Presiden srigala berbulu domba itu sebutannya pak...,presiden srigala bulu domba itu sebut
Min min thengil raimu kui,min min thengil rai kui
iki opo to..gelandangan politik..hatimu sungguh buruk min..,ini gelandangan politik hati sungguh buruk min
"Istifar pak amin, anda seorang pemimpin partai umat, jgn berceramah menjelekkan orang, mengkafirkan pak jokowi, pak jokowi itu dicintai rakyat, peduli sama rakyat, buktinya,era jokowi banyak bansos, pembangunan infastuktur banyak, jalan, bandara, bendungan, kis, dll, itukan peduli sama rakyat, namanya juga usaha,tak ada orang yg sempurna didunia ini pak amin.",istifar pimpin partai umat ceramah jelek orang kafir itu cinta rakyat peduli rakyat bukti era bansos bangun infastuktur jalan bandara bendung kis dll itu peduli rakyat nama usaha orang sempurna dunia ini
"Si tua bangka bau bangkai yg sudah sinting, otaknya minsle..😂😂",si tua bangka bau bangkai sinting otak minsle
Ngomong OPO men,ngomong
Prabowo berkata ndasmu....dinyinyirin....lha ini mbah Amin ngomong hal yg cukup parah  nggak ada yg menghujat....,ndasmu dinyinyirin lha ini kakek ngomong parah menghujat
Gelandangan politik gak usah didengar 😂,gelandangan politik dengar
Yg manusia toxic siapa ya mbahh,manusia toxic ya kakek
Plonga plongo betul apa betul,bingung bingung
Dimatamu siapa yg bagus cuma lu yg bagus tp kenyataan ente gak terpakai rakyat lebih tau min😂😂😂,mata bagus kamu bagus nyata ente pakai rakyat min
Udah udzur sukanya masih menjelek²kan org...<br>Tobat Min omonganmu udah gak laku buat org yg waras..,udah udzur suka jelek orang taubat min omong udah laku orang sehat
Mbah sampean di barat kan pohon yg bengkak bengkok JD yg punya pohon males mau nebang.. karna jek buat di jadiin papan ..itu seperti hidup mu Mbah.. makanya tuhan males mau nyabut nyawa..karna kelakuanmu Mbah..mungkin tuhan masih sampean hidup buat berbenah diri sebelum menghadap beliau..,kakek kamu barat pohon bengkak bengkok pohon males nebang jek jadin papan itu hidup kamu kakek tuhan males nyabut nyawa laku kakek tuhan kamu hidup benah hadap beliau
"Kasian si rais kok makin parah sakitnya jiwa, tolong RSJ Jogja karta rawatlah supaya segera sembuh dari sakit jiwanya 😂😂😂😂😂",kasi si parah sakit jiwa tolong rsj jogja karta rawat sembuh sakit jiwa
Orang yg sangat tidak pengaruh.. Anggap aja dia lg ceramah komedi 😂😂😂,orang sangat pengaruh angap aja dia ceramah komedi
Orang Tua paling tolol yg pernah ada,orang tua tolol
fitnah yang keji,fitnah keji
Kiyai kok fitnah orang <br>Pasti amin lebih jelek dr orang yang paling jelek,kiyai fitnah orang jelek orang jelek
Sifat sombong merasa lebih baik dari orang lain hanya dimiliki oleh iblis. Semoga bisa bertobat sebelum modar😊,sifat sombong orang milik iblis moga tobat tinggal
"Jangan suka mengolok sesama mbah gak baik ,sdang anda sendiri blom tentu mampu sperti p.jokowi .dlm memimpin bangsa ini",suka mengolok kakek sdang blom sperti dlm pimpin bangsa ini
seng menghina pak amin tu,menghina itu
Oala Mbah...Mbah usia sudah lanjut kok masih suka mengibah i org.hanya saran untuk Mbah Amin Rais ini saya sarankan lebih baik fokus dgn kematian aja agar tidak menambah beban hidupnya didunia,oala kakek kakek usia suka mengibah i orang saran kakek ini saran fokus mati aja tambah beban hidup dunia
Sek toxxik ki amin rais,sek toxik ini
Hey amin Rais kamu propesor ijasah  dpt beli ya makanya ngomongnya mambu sampah busuk,hey kamu propesor ijasah dpt beli ya ngomongnya mambu sampah busuk
"Yang, ktawa ktawa itu,, odgj semua tuhh,,?",ktawa ktawa itu gila tuh
pak amin rais itu adalah teasuk oranpilihan dan makrifat seperti gus dur tapi bangsa indonesia ini benar sudah di kuasai oleh penjajah moral yg dilupakan oleh kebenaran dan mereka itu sedang sedangtertawaa dg keberhasilanya menjajah moral bamgsa indonesia hati hati wahai bangsaku jangan terlena kita sudahdi tinggalkan oleh  rakyat arif dan mengerti tapi di amggap musuh,itu teasuk oranpilihan makrifat bangsa indonesia ini kuasa jajah moral lupa benar itu sedangtertawa keberhasilanya jajah moral bamgsa indonesia hati hati bangsa lena sudahdi tingalkan rakyat arif erti amgap musuh
Manusia toxic &amp; bodoh ngatain org lain toxic &amp; bodoh....ibarat pepatah...apa itu?,manusia toxic bodoh ngatain orang toxic bodoh pepatah itu
"Jane opo seng wes  kamu perbuat min amin kanggo Negoro ,Iki tuwek cangkemu ngmong koyo wong randuwe akhlak seng pekoki raimu iku",jane kamu buat min kanggo negoro ini tua mulut ngmong orang randuwe akhlak koki rai itu
Anda itu manusia yg terburuk  anda manusia yg toksik manusia tolol kamu ngaku profesor tp di depan gusdur anda iru seorang penipu .,itu manusia terburuk manusia toksik manusia tolol kamu ngaku profesor iru tipu
"😂😂😂😂😂 mulut busuk yg meleserkan gusdur ,suka futnah caci maki gedibal varat ,amerikan dan yahudi",mulut busuk meleserkan suka futnah caci maki gedibal varat amerikan yahudi
Pak tua yg s dh bau tanah sfh TDK laku lagi TDK berguna pikiran kotor dan tidak beretika selalu bicara membenci orang 😢,tua s dh bau tanah sfh laku guna pikir kotor etika bicara membenci orang
Bedes goblog .,bedes goblog
"Sebaliknya Amin Rais adalah mantan ketua MPR terburuk di Indonesia ! Yang sampai sekarang tidak dihargai oleh oleh rakyat indonesia ! Kerena keburukannya itu sendiri ! Dalam hatinya merasa dirinya tokoh terbaik di indonesia padahal bagi rakyat dia adalah orang yang tak berguna ! Karena buruk akhlaqnya dan tercela ! Yang pendengki, penghasud dan penghina sesama ! Huuueeck !",mantan ketua terburuk indonesia harga rakyat indonesia rena keburu itu hati tokoh baik indonesia rakyat dia orang guna buruk akhlaqnya cela dengki hasud hina hueck
sudah tua Mbah lebih baik banyak2 berdoa,tua kakek doa
Ba..baaa...menjijikkan...,ba ba jijik
Terimakasih pada presiden ku Jokowi aku sebagai warga negara Indonesia benar benar merasakan kebaikan mu dan ikut menyaksikan pemerataan pembangunan yang engkau lakukan terutama di tempat saya sekali lagi terima kasih bapak Jokowi,terimakasih presiden ku aku warga negara indonesia rasa baik kamu saksi merat bangun engkau laku sekali terima kasih
Amien Rais adalah orang yang pikirannya paling negatif😂😂😂,orang pikir negatif
Kok msih ada orang yg kyak gini.,msih orang kyak
"Kau orang udah tua dan bau tanah,bedoa aja yg kusuk mumpung blm dmasukkan keranda",kau orang udah tua bau tanah bedoa aja kusuk mumpung dmasukan keranda
Engkong th gs bau taneh kong,engkong th gs bau taneh kong
Engkong ngarawa wae  ngkong sbgai apa  bisaan sama orgth,engkong ngarawa ngkong sbgai bisan orgth
Matamu picek min amin,mata picek min
Kok yo isih uriiip mungkin sengkuwoso nunggu insape,iya isih urip sengkuwoso nunggu insape
MAYAT HIDUP AMIN RAISO KOK DI PERCAYA. .. PRETTTTT,mayat hidup raiso percaya bohong
Emangnya kamu  baik....seperti ramapati aja,emang kamu ramapati aja
Kasian mbah amin ini ya...di guyu orang kok ndak  ngerti....<br>miiiin....kok tambah  ngene  yooo....,kasi kakek ini ya guyu orang ndak ngerti min ngene iya
Amien Rais adalah bebek lumpuh terburuk yg gak seharusnya ada di Republik ini,bebek lumpuh terburuk republik ini
"AMIN RAIS... MODAR...., gue orang pertama yang mengucapkan ALHAMDULILLAH... dan Siksa kubur akan menunggunya kelak.... !!!",tinggal gue orang siksa kubur tungu kelak
COCOTE SENGKUNI KOYOK CODOT😂😂😂😂😂,cocote licik koyok codot
Sok pinter lo kek..,sok pintar kamu
Kok ada manusia begitu min min,manusia min min
"Min2 jln Jogja jakarta dulu kami rakyat Indonesia nagih janji mu ingat,janji adalah hutang min",min jln jogja jakarta rakyat indonesia nagih janji kamu janji hutang min
Benar &quot; Pak,kutip
Ngawur pk rais,ngawur
Ngomong Karo ambek an wes balapan kok yo to Sik elek AE omongan mu,ngomong karo ambek an balap iya sik elek aja omong kamu
"mbah mbah, tobat mbak dah tua",kakek kakek taubat mbak tua
"Malu pk amin dh tua jgn menghujat org Mulu, umur ga akan tau ,umur dh tua sadar sadar , ga takut sama pk Prabowo ya apa blm tau sama pk Prabowo, coba klo brani jgnmenghujat 1 org trs, cobaklo berani sama pk prabowo",malu dh tua menghujat orang mulu umur umur dh tua sadar sadar takut ya coba brani jgnmenghujat orang trs cobaklo berani
Si amin ini otaknya dah .koslet,si ini otak koslet
Jokowi memang presiden terburuk. Tp jgn merendahkan martabatnya.,presiden terburuk merendahkan martabat
Sampai kapan orang2 ini bisa sembuh dari stres akut kasihan,orang ini sembuh stres akut kasihan
Kalau kata RG...Bajingan dan Tolol !!! Kata Cak Nun itu Firaun. !!!,rg bajing tolol cak nun itu firaun
Wes tuo..cocote urung mari..tobat mbah...sengkuni...,tua cocote urung mari taubat kakek licik
Bagaimanapun Pak Jokowi sudah membuktikan jadi presiden pilihan mayoritas rakyat RI<br>Kalau Amin Nangis ya kaya itulah menjadi manusia yg paling memperihatinkan karena semakin di jauhkan dari akhlak yg baik<br>Sebetulnya kasihan melihatnya <br>Semoga mendapat hidayah dan segera sembuh dari sakit pikiran yang sangat parah,bukti presiden pilih mayoritas rakyat ri nang ya kaya manusia memperihatinkan jauh akhlak kasihan moga hidayah sembuh sakit pikir sangat parah
