original_text,processed_text,cyberbullying_score,cyberbullying_word_count,label
"W♥️♥️♥️🇮🇩✊❗• HIDUP AMIN RAIS✊✊❗,SALAM CERDAS✊✊❗,  PROFESOR  OTAK TAHI KERBAU BEGUNDAL  yang MENGABDI pada MAK LAMPIR👹🪓, AMIN RAIS PROFESOR yang LUAR ANGKASA✊✊❗, YANG SETIA MENGABDI KEPENTINGAN REZIM REFORMASI NAJIS 👹🪓• AMIN RAIS DIREKTUR PERUSAHAAN FITNAH untuk jadi <b>PEMULUNG</b> <b>JABATAN</b> 👹🪓 • AMIN RAIS👹🪓NYAWAmu akan <a href=""http://www.youtube.com/results?search_query=%23dihajar"">#DIHAJAR</a> oleh <a href=""http://www.youtube.com/results?search_query=%23syeikh"">#SYEIKH</a> <a href=""http://www.youtube.com/results?search_query=%23siti"">#SITI</a> <a href=""http://www.youtube.com/results?search_query=%23jenar"">#JENAR</a>❗dijadikan ARWAH GELANDANGAN PERMANEN dari ALAM GHOIB hingga AKHERAT👹🪓ujudmu <a href=""http://www.youtube.com/results?search_query=%23hantu"">#HANTU</a> <a href=""http://www.youtube.com/results?search_query=%23iblis"">#IBLIS</a> <a href=""http://www.youtube.com/results?search_query=%23pocong"">#POCONG</a> <a href=""http://www.youtube.com/results?search_query=%23merah"">#MERAH</a> <a href=""http://www.youtube.com/results?search_query=%23bertanduk"">#BERTANDUK</a> <a href=""http://www.youtube.com/results?search_query=%23mata"">#MATA</a> <a href=""http://www.youtube.com/results?search_query=%23netes"">#NETES</a> <a href=""http://www.youtube.com/results?search_query=%23nanah"">#NANAH</a>👹🪓MAKANANmu <a href=""http://www.youtube.com/results?search_query=%23bangkai"">#BANGKAI</a> <a href=""http://www.youtube.com/results?search_query=%23tikus"">#TIKUS</a> &amp; <a href=""http://www.youtube.com/results?search_query=%23kadal"">#KADAL</a>👹🪓RUHmu DILEMPAR ke BUKIT KECIL 3,2KM Selatan <a href=""http://www.youtube.com/results?search_query=%23juwono"">#JUWONO</a>👹🪓 , ttd :🔱<a href=""http://www.youtube.com/results?search_query=%23trisula"">#TRISULA</a> <a href=""http://www.youtube.com/results?search_query=%23weda"">#WEDA</a> Utusan LELUHUR NUSANTARA dari <a href=""http://www.youtube.com/results?search_query=%23magelang"">#MAGELANG</a> (NETIZEN UTAMA) dikonten <a href=""http://www.youtube.com/results?search_query=%23mc"">#MC</a> <a href=""http://www.youtube.com/results?search_query=%23maya"">#MAYA</a> <a href=""http://www.youtube.com/results?search_query=%23cathlea"">#CATHLEA</a> , 🦸AMIN RAIS KEJARLAH DAKU ,KAU KUTANGKAP👹🪓KUSIKAT DIRIMU ke DIMENSI 13 dikonten PANDU WULUNG❗dan KUINAPKAN di HOTEL PRODEO bersama HANTU IBLIS ARWAH GELANDANGAN SENIOR- SENIORMU👹🪓",w hidup salam cerdas profesor otak tahi kerbau begundal abdi mak lampir profesor angkasa setia abdi penting rezim reformasi najis direktur usah fitnah b pulung b b jabat b nyawa jadi arwah gelandangan permanen alam ghoib akherat ujud makan ruh lempar bukit kamu selatan td utus leluhur nusantara netizen utama konten kejar daku kau tangkap sikat kamu dimensi konten pandu wulung inap hotel prodeo hantu iblis arwah gelandangan senior senior,18.0,4,3
Owalah kakine wes tuek ngomonge tambah ngawur😂😂😂,owalah kakine tua ngomonge ngawur,2.0,1,1
Masa kt yg waras dengerin kata gelandangan politik dan pikun 😅😂😂,kt sehat dengerin gelandangan politik lupa,0.0,0,0
Tobat kau min dh tua,taubat kau min dh tua,2.0,1,1
Sesungguhnya yg Bodoh itu dirimu..kasian sekali aki² gelandangan politik,sungguh bodoh itu kamu kasi sekali kakek gelandangan politik,4.0,1,2
"Justru kmu lah Amin Rais yg bodoh udah tua tambah tolol loh , justru di era presiden pak Jokowi Indonesia jdi makmur",kamu bodoh udah tua tolol loh era presiden indonesia makmur,10.0,3,3
Mingkem wae mbh2 Ben Ra Akeh dosamu,mingkem kakek ben akeh dosa,0.0,0,0
Knpa gak di penjara in aja ini aki aki,knpa penjara in aja ini kakek kakek,0.0,0,0
😡👊orang gagal busuk,orang gagal busuk,3.0,1,1
men2.....  mbok jalani harituamu...  ngaca,jalan harituamu kaca,0.0,0,0
"Ingat pak ketika kita menunjuk orang, jari kita yg 4 ini menunjuk diri kita sendiri",orang jari ini,0.0,0,0
"Ini bapak nya siapa sih ya,untung bukan bpk sya,klo dia bpk sya,sya pasti malu sampe ke ubun ubun",ini nya ya untung sya dia sya sya malu sampe ubun ubun,0.0,0,0
Amin rais sok pinter tp gak berguna,sok pintar guna,0.0,0,0
Dasar cocot bodol raduwe utek amin qi,dasar cocot bodol raduwe utek qi,0.0,0,0
Sengkuni Indonesia yg gak pernah menepati janji,licik indonesia tepat janji,2.5,1,1
Lhat matanya kaya org yg dah dekat ajalnya,lhat mata kaya orang ajal,0.0,0,0
Wajahnya mirip iblis,wajah iblis,3.0,1,1
Bodoamat nih 😂😂,bodoamat ini,0.0,0,0
Betul mbha...<br>UUD sudah gak di pakai zaman Jokowi..semua bobrok..<br>Banyak judi online..dan kasus kasus mafia hukum,mbha uud pakai zaman bobrok judi online mafia hukum,0.0,0,0
Amin kakean ngising,kakean ngising,0.0,0,0
Ini contoh terburuk sepanjang sejarah provesor doctor juga haji  Amin rais yg berfikiran penuh kedengkian tidak pantas ditiru oleh kaum pemuda,ini contoh terburuk sejarah provesor doctor haji berfikiran penuh dengki tiru kaum pemuda,0.0,0,0
Kasian orang ini dulur .... ocehannya lucu dan bikin ngakak....ngaca dulu mbh ...,kasi orang ini dulur oceh lucu bikin ngakak kaca kakek,0.0,0,0
"Amin Rais manusia paling munafik di dunia, hati nya seperti iblis, otaknya isi tai.",manusia munafik dunia hati nya iblis otak isi tai,6.5,2,2
Barisan sakit hati,baris sakit hati,0.0,0,0
"Apa bukan amin <a href=""http://ra.is/"">ra.is</a> yg terburuk sa at ini ha ha ha",terburuk sa at ini ha ha ha,0.0,0,0
Matamu picek mbah,mata picek kakek,0.0,0,0
"Hari sudah senja,usia sudah tua.harusnya lisanya jauh Lebih baik bukan begini..bahkan meski ada kebencian mestinya lisanya bermartabat.",senja usia tua lisanya benci mesti lisanya martabat,5.0,2,2
Sesakit apa c hatinya si amin ini...!! Periksain donk. Sapa tau suda kena gangguan jiwa....!! Kasian uda sepu...,sakit c hati si ini periksain donk sapa suda kena ganguan jiwa kasi sepu,0.0,0,0
Dan amien rais gelandangan politik terburuk betul kata almarhum gusdur,gelandangan politik terburuk almarhum,0.0,0,0
Sama2 ngomong bok iyao yg bagus to,ngomong bok iyao bagus,0.0,0,0
"Ciduk ae wis,,",ciduk aja,0.0,0,0
"Yg seperti ini ni yg merusak bangsa,,,bisanya ngobrak abrik dapur org,,,sadar woi loe kgk ada bagian bt jd persiden.",ini ini rusak bangsa bisa ngobrak abrik dapur orang sadar woi loe kgk bt persiden,0.0,0,0
Tolol amin rais sok pintar tapi goblok,tolol sok pintar goblok,8.0,2,2
Cangkemu rusaķ is rais,mulut rusa,0.0,0,0
"Amin rais manusia terburuk di dunia si Amin jelek sifatnya, dia manusia asuuuuuuuuuuuu",manusia terburuk dunia si jelek sifat dia manusia anjing,5.5,2,2
"Sdh bau tanah bpak insyaf,  jgn hatimu kamu menyebar firus kejelkn , yg blm tntu sebusuk suara mulutmu yg kmu kluarkn, allah psti kn memprlihtn kbaikn selurh dunia mnyksikn ,",bau tanah bpak insyaf hati kamu sebar firus kejelkn tntu busuk suara mulut kamu kamu kluarkn psti kn memprlihtn kbaikn selurh dunia mnyksikn,5.0,2,2
Amin rais Kena karma😂😂😂😂😅😅😆😆😆😆,kena karma,0.0,0,0
"Yg bodoh dan tengil itu kamu sendiri min Amin,selama ini apa yang sudah kamu perbuat untuk Bangsa ini...",bodoh menyebalkan itu kamu min ini kamu buat bangsa ini,8.0,2,2
Loe amin rais manusia tolol tak tau diri😂😂,loe manusia tolol,4.0,1,2
Mbah amin jadi pelupa apa pura&quot; lupa tentang mau jalan engklek&#39;nya😎😎🤔🤔🤔,kakek lupa pura kutip lupa jalan engklek nya,0.0,0,0
Ni lelaki ko suka ghibah ngomongin orang udah tua ingat umur Mbah bikin malu anak cucuku  kaya emak emak LG datang bulan hhhhhhhhhh,ini lelaki suka ghibah ngomongin orang udah tua umur kakek bikin malu anak cucu kaya emak emak h,2.0,1,1
"Astahgfirullah,,ya allah,,,bicaranya kog kasar banget yach,padahal org elit org gedean,,kog kelakuanya melebihi preman,,arogan",astahgfirulah ya bicara kog kasar sangat yach orang elit orang gede kog kelakuanya lebih preman arogan,2.5,1,1
mulut  amin  rais  sungguh   lamis  sekali  kenspa  kau hegitu  benci  pada pak  jokowi   tobatlah  ksu sevelum kau  di  panggil  tuhan,mulut sungguh lam sekali kenspa kau hegitu benci tobat ksu velum kau panggil tuhan,3.0,1,1
Predikat Gelandangan Politik akan melekat sampai amin rais menyusul Gus Dur menghadap Alloh SWT...,predikat gelandangan politik lekat susul hadap swt,0.0,0,0
amin rais provokator.<br>senenge jelek2 i orang.<br>raimu sng plonga polong.<br>sng tengil kui ente ang ngomong.,provokator senenge jelek i orang rai sng bingung polong sng menyebalkan kui ente ang ngomong,6.0,2,2
Congor asu waton njegok    😅😅😅,congor anjing waton njegok,3.5,1,2
Kasian pecinya tuh lepas aja,kasi peci tuh lepas aja,0.0,0,0
Ya kamu yang terburuk babi,ya kamu terburuk babi,3.5,1,2
"Tolonglah keluarga amien rais, bilangin amien rais ... Apa gak malu kira kira keluarganya kalau amien rais terus begini aja😅",tolong keluarga bilangin malu keluarga aja,0.0,0,0
Hairan makin tua makin hitam HATInya   Perasaan benci makin subur Di hati   Muga pintu taubat masih terbuka untukmu!,hairan tua hitam hati peras benci subur hati muga pintu taubat buka untuk,7.0,3,2
Amin rais juga rakyat terburuk bangsa inj,rakyat terburuk bangsa inj,0.0,0,0
Betul bu ning sih &quot; pas loro eleng pas waras gak eleng (pas sakit inget pas sehat lupa)&quot;<br>Sama halnya kita semua saat ada kesulitan ingat allah SWT tapi saat masa jaya lupa semua,bu ning kutip pas loro eleng pas sehat eleng pas sakit pas sehat lupa kutip hal sulit swt jaya lupa,0.0,0,0
Sengkuni..... sudah pikun😅😅,licik lupa,2.5,1,1
"Sudah tua pak, pikir kuburan aja 😅😅😅😅😅",tua pikir kubur aja,2.0,1,1
"Udah tua ,jangn meninggal kan kesan yg tak terpuji ,sesama manusia tidak pantas melontar kan .perkataan seperti orang yg tak beretika",udah tua jangn tinggal kesan puji manusia lontar kata orang etika,2.0,1,1
Ya emng betul joko pret,ya emng bohong,0.0,0,0
Wong ngene kok Yo betah nyowone Ng rogone,orang ngene iya betah nyowone ng rogone,0.0,0,0
Amin rasis ngga ngaca dasar gelandangan politik bener kata Gusdur,ras kaca dasar gelandangan politik,0.0,0,0
Amin Rais udah makin gila,udah gila,4.0,1,2
lha km siapa mbah ?????,lha kamu kakek,0.0,0,0
Kakek brengsek hati nya rusak,kakek brengsek hati nya rusak,0.0,0,0
Piye toh ki,piye ini,0.0,0,0
Jangan jg orang lain jg dirimu sndiri. Masih bgus jp p. Jokowi dr Amin masih. Banyaklah brtaubuat,orang kamu sndiri bgus jp banyak brtaubuat,0.0,0,0
Sengkunibcueleng,sengkunibcueleng,0.0,0,0
Omong opo to min min we ki,omong min min we ini,0.0,0,0
SAMPAH POLITIK INDONESIA,sampah politik indonesia,0.0,0,0
loe apa lagi min penipu mana janjmu katanya mau engklek jogja jakarta Ngedabrusss,loe min tipu janjmu engklek jogja jakarta ngedabrus,0.0,0,0
Udah tua ko msh ngujat2 orang ky dirinya pinter mikir dh mau mati,udah tua ngujat orang ky pintar mikir dh mati,7.0,2,2
Memang anda sudah baik yg saya tahu anda adalah orang yg jauh dari kata baik karena anda sebenarnya tidak kebagian jabatan,orang bagi jabat,0.0,0,0
Bener kata gusdur<br>Klo Amin rais manusia munafik,manusia munafik,0.0,0,0
Cangkemu <br>Cangkeme wong tuo koyok sengkuni,mulut mulut orang tua koyok licik,4.5,2,2
yg betul betul manusia gelandangan politik yg setengah gilaaa..<br>ingat miiin nazarmu jgn dibawa mati,manusia gelandangan politik gila min nazar bawa mati,9.0,2,3
Sudah tua bukanya tobat malah perbanyak dosa..,tua buka taubat banyak dosa,2.0,1,1
AKU LIYAT AMIN RAIS DIALAM KUBUR BESOK BESODARA DENGAN FIRAUN<br>DAN PARA PENGIKUNT AMIN RAIS YANG SETIA.,aku liyat alam kubur besok besodara firaun pengikunt setia,0.0,0,0
"Kok anak anak nya Mbah Min ga malu paya  .. bpknya kyk gini  ..<br>  segitu bencinya sama pak Jokowi   ...   mang salh apa pak Jokowi  ,,",anak anak nya kakek min malu paya bpknya kyk segitu benci mang salh,3.0,1,1
Kamu yang manusia terburuk amin rais.....,kamu manusia terburuk,0.0,0,0
"Amin rais suka menghina merendahkan orang lain, amin rais gila koclok, presiden bapak negara di rendahkan",suka menghina merendahkan orang gila koclok presiden negara rendah,4.0,1,2
Amin rais org terburuk  di dunia. Terutama. Ri. Raja demo. Kacung. Mega. Ratu dema. Keluarga. Koruptor. 3 generasi. 😮😮😮😮😮 Amin. Jokowi persiden terbaik. Ri.  .lo amin. Amin. Plonga plongo. Di waktu. Gibraran di. Lantik.wapres. Persiden prabowo    maling tersk maling,orang terburuk dunia ri raja demo kacung mega ratu dema keluarga koruptor generasi persiden baik ri kamu bingung bingung gibraran lantik wapres persiden maling tersk maling,0.0,0,0
Anak2mu malu dg tingkahmu...,anak malu tingkah,0.0,0,0
Min congormu itu kaya orang gila kalau ngoceh<br>Kamu yang terpuruk kaya tengil,min congor itu kaya orang gila ngoceh kamu puruk kaya menyebalkan,8.0,2,2
Ni org dr muka nya aja sdh keliatan kalau org ini jahaaaat..,ini orang muka nya aja liat orang ini jahat,3.0,1,1
Astofirlloh,astofirloh,0.0,0,0
Si amin tergoreng oon bogo belegug galandaangaan politik ges keokkk keokk mah keok ngagogoreng baatur emang ente orang bersih haaa heeee preetttt aminnnnn,si goreng on bogo belegug galandangan politik ges keok keok mah keok ngagogoreng batur emang ente orang bersih ha he bohong,0.0,0,0
Omonganmu amin rais macam taik engak bermutu belas. Dengar ya amin rais kmu  itu ingin  merusak bangsa ini amin rais.   Ingat  perisenden  dengarkan kmu nomong amin rais bodoh tolol  amin rais,omong taik engak mutu belas dengar ya kamu itu rusak bangsa ini perisenden dengar kamu nomong bodoh tolol,8.0,2,2
Astaqfirullah haladzim. Nih orang tua dah mulai menginjak setres kenapa ya,astaqfirulah haladzim ini orang tua injak tres ya,2.0,1,1
Gak salah amin d sebut sengkuni,salah licik,2.5,1,1
Gelandangan politik lagi ngomong😂,gelandangan politik ngomong,0.0,0,0
Klu ente manusia terburuk 😂😂😂,ente manusia terburuk,0.0,0,0
Goblok anda kok semakin anda tunjukin terus to min rais,goblok tunjukin min,4.0,1,2
Min min<br>Sisa umurmu nanti mendekam di penjara.karena mulutmu harimaumu,min min sisa umur dekam penjara mulut kamu harimau,0.0,0,0
Tdk ada asap klw tdk ada api,asap klw api,0.0,0,0
Yg terburuk it you pak Jokowi presiden yg merakyat,terburuk it you presiden rakyat,0.0,0,0
"Pantesan om amin ini planga plongo di depan pak Probowo, presiden RI😝🤣",pantesan om ini planga bingung probowo presiden ri,0.0,0,0
"Pak, penjenengan gak pernah ke mesjit kah ,ayok pak cpt lakukan gsk lm sampdan ada yg jemput",jeneng mesjit kah ayok cpt laku gsk lm sampdan jemput,0.0,0,0
"Dan yg sampean lakukan itu nanti imbas nya ke anak cucu mu udah pak,ingat. Tuhan aja",kamu laku itu imbas nya anak cucu kamu udah tuhan aja,0.0,0,0
"Ingt pak,semua yg sampean wetnah itu gak pernah binci",ingt kamu wetnah itu binci,0.0,0,0
"PAk ingat wajahmu udah pucat tandanya udah  mau ah,kir hayat ,jangan menjelek kan orang terus ingat anak cucu mu dimana anak cucumu kok ,gak nasehati sma yg orng tuwa lkkn",wajah udah pucat tanda udah ah kir hayat jelek orang anak cucu kamu mana anak cucu nasehat sma orng tuwa lkn,2.0,1,1
Rest in peace,rest in peace,0.0,0,0
Santai bah amin ..tak dekegiii😂😂😂,santai bah dekegi,0.0,0,0
Sengkuni ini tidak ada habis habisnya mengadu domba masyarakat. Sungguh miris jika orang tua bangka yg selalu pencaci maki.,licik ini habis habis adu domba masyarakat sungguh miris orang tua bangka caci maki,6.5,3,2
Siapa presiden yg pernah di puji sama amin rais ini.<br><br>Apa semua presiden2 indonesia buruk di mata beliau.,presiden puji ini presiden indonesia buruk mata beliau,3.0,1,1
Min amin kamu yg goblok orang indonesia dak ada yg suka kamu dan kamu yg bangsat,min kamu goblok orang indonesia dak suka kamu kamu bangsat,11.0,3,3
Omongan mu itu Mbah amin tidak mencerminkan seorang negarawan...kamu merendah kan diri mu sendiri Mbah...akibat nya kmrn pelantikan presiden Prabowo ..ingat...tak satu pun yg mau menyapa mu..begitu hina nya kamu Mbah ...sampai2 td ak seorang pun yg mau menyapa mu...itu lah karma Mbah<br>..,omong kamu itu kakek cermin negarawan kamu rendah kamu kakek akibat nya kmrn lantik presiden sapa kamu hina nya kamu kakek td ak sapa kamu itu karma kakek,0.0,0,0
Gelandangan politik ente,gelandangan politik ente,0.0,0,0
Cangkem nek cangkem bosok  !!  Sengkuni iki kontribusi luar opo di negara ini  ??  Jancoookkk,mulut nek mulut bosok licik ini kontribusi negara ini jancok,2.5,1,1
alh Amin Rais kayak tai bsanya hanya fitnah keji ... trus aj fitnah presiden biar di tangkap Prabowo bntr lgi,alh kayak tai bsanya fitnah keji trus aj fitnah presiden biar tangkap bntr lgi,8.5,2,3
Heeeem....jenengan niku lho pak..pun sepuuh...mbok ngendikane....lhoo...diati ati.ajine rogo ing busono ajine diri ing lati......,hem jeneng niku lho tua ngendikane lho ati ati ajine rogo ing busono ajine ing lat,2.0,1,1
Udah bsu tanah kek mundur aja nggsk pantes ucapanmu nggak pantes,udah bsu tanah mundur aja ngsk pantes ucap pantes,0.0,0,0
PLINGA     PLONGO    NDASSSSSMUUU   MIIIIN!!!  !!,plinga bingung ndasmu min,0.0,0,0
"Mbah amin ,,,,,!!!!!istifar mbah ,sampean i ws tuek rsah hibah ,koreksi diri ojo rumongso apik dw,,,,!!!!",kakek istifar kakek kamu i ws tua rsah hibah koreksi ojo rumongso apik dw,2.0,1,1
Kamu jadi apa pak dhé,kamu dh,0.0,0,0
Kasihan orang tua ini yaaa,kasihan orang tua ini ya,2.0,1,1
😂😂😂😂😂😂😂😂 Rais Rais situa bangka,situa bangka,2.0,1,1
"HEiii aminrais kau yg bodoh manusia yg tak pantas dihormati,,tutuplah mulut mu tak pantas kau utk dihargai",hei aminrais kau bodoh manusia hormat tutup mulut kamu kau harga,4.0,1,2
"lho.. loh.... <br>manusia terburuk di indonesia adalah bukan Pk jokowi. <br><br>tp malah sebaliknya, manusia terjelek bin terhina, dan terburuk di neraka jahanam.... <br>adalak amin raib. eer...  rais<br><br>haaaas.... haaaa<br>kok loh parah..... 😂😂😂😂😂",lho loh manusia terburuk indonesia manusia terjelek hina terburuk neraka jahanam adalak raib er has ha loh parah,3.0,1,1
sadar Mbah sampean seharusnya bisa jadi panutan bukan malah jadi penyebar fitna dan Sengkuni.,sadar kakek kamu panutan sebar fitna licik,2.5,1,1
Luh Amiiin yg goblok tua tua omongan nya itu kurang ajar lu,luh goblok tua tua omong nya itu ajar kamu,8.0,3,2
Jarke wae.  Ora sah di apa apake Sue sue mati dewe.....,jarke sah apake sue sue mati dewe,5.0,1,2
Kamu jadi ketua mpr aja ga becus lagian ga malu pelantikan datang ga tau malu ya siapa yg undang nya ga ada temen nya,kamu ketua aja becus malu lantik malu ya undang nya temen nya,0.0,0,0
"Jika jokowi presiden indonesia terburuk sepanjang masa, maka amien rais manusia terburuk didunia  sepanjang masa",presiden indonesia terburuk manusia terburuk dunia,0.0,0,0
"Anak anak pak amin d mna sih, kenapa biarkan bpknya berjalan sendiri",anak anak mna biar bpknya jalan,0.0,0,0
Ini tua~ tua kok makin parah yaa ..,ini tua tua parah ya,4.0,2,2
Istifar kakek dah mau mati kau.,istifar kakek mati kau,5.0,1,2
Astaghfirullah.. Yg tengil dan bodoh biasanya yg ngomong itu.. <br>Wkwkw😅😂,astaghfirullah menyebalkan bodoh ngomong itu wkwkw,8.0,2,2
"Negara luar mengakui Jokowi hebat 👍 ,se orang amin rais jg enga mem beri sumbangsih ke negara bisa nya ngomong dan ngobok2 negata NKRI😩👎🏻👎🏻",negara aku hebat orang enga mem sumbangsih negara nya ngomong ngobok negata nkri,0.0,0,0
Gelandangan politik.!!,gelandangan politik,0.0,0,0
Wong koper amin,orang koper,0.0,0,0
Sudah pikun kah orang itu,lupa kah orang itu,0.0,0,0
Nyebut aki2 udah bau tanah ..,nyebut kakek udah bau tanah,2.0,1,1
"Sy heran ,kok orang ini diperbolehkan keluar dr rmh",heran orang ini boleh rmh,0.0,0,0
"Wong ini enaknya di sel aja,,,, ben gak ngawur,,,",orang ini enak sel aja ben ngawur,0.0,0,0
"Oalah mbah2,wis meh modar kok ora tobat,suka adudomba,anjing masih lbh baik drpd km mbah",oalah kakek meh tinggal taubat suka adudomba anjing lbh drpd kamu kakek,3.5,1,2
Orang kek gini masih ada ya yg dengerin omonganya..  yg pd ketawa itu sama busuk nya 🤣,orang ya dengerin omonganya pd ketawa itu busuk nya,3.0,1,1
"Omongmu ngawur cak,,,",omong ngawur cak,0.0,0,0
"Gusdur the best , Jokowi hebat",the best hebat,0.0,0,0
mbah amin bengis,kakek bengis,0.0,0,0
Sadar mbah udah tua banyak² istrifar,sadar kakek udah tua istrifar,2.0,1,1
Angkt amin ra is jdi persiden,angkt persiden,0.0,0,0
